Board,Title_Tokens
hate_politics,高雄人 吃賴
hate_politics,賴 瑞隆 打算 硬 幹 政治 生涯 搞掉
hate_politics,高雄民 進 黨 人 暴力 色情狂
hate_politics,黃智賢 世界 fb 立委 成為 妖魔
hate_politics,下午茶
hate_politics,賴 瑞隆 半會 berotec 提告
hate_politics,出 大事 陳水 扁力挺 陳亭妃 選 台南市 長
hate_politics,賴 瑞隆 子 藍白 星
hate_politics,賴 瑞隆 想想 立委 能 不能 保住
hate_politics,中國 說 日本 妨害 東海 軍演
hate_politics,賴 瑞隆 會 會 想 兒子 嚴重
hate_politics,應曉薇 女兒 參選 能 擠 掉 鍾 小平
hate_politics,黃捷 選贏 藍白會氣 瘋
hate_politics,賴 瑞隆 兒子 霸凌 處理 得 好 選情 加分
hate_politics,助理 領 立委 決定 錯
hate_politics,小泉 說 希望 與 澳洲 加強 合作 應 中國
hate_politics,賴 瑞隆 民進黨 高雄市 選 內 鬥 成功
hate_politics,陳佩琪 peggyfb 嗆 叫 妳 要 做 飯
hate_politics,賴 瑞隆 子女 涉 校 園 霸 凌 ptt 深綠 版主 喊 「
hate_politics,賴 瑞隆 時 乖
hate_politics,高雄 鋪 路
hate_politics,賴 會 說 打人 屁孩 親戚
hate_politics,綠粉 認同 民進黨 留著 中華民國
hate_politics,台南 初選 廝殺 郭國文 妻 掀 「 陳亭妃 助理 父
hate_politics,柴壽山 「 探勘 達人 」 失聯 天 邱議瑩 急
hate_politics,高雄市 長 影子 初 選 人 選
hate_politics,臺 灣 最大 政治 笑 話
hate_politics,改 國號 怕 揍
hate_politics,助理 費 除罪 後 立委 薪水 高 於 總統
hate_politics,陳玉珍 根本 台灣 iu
hate_politics,連阿苗 知道 大家 討厭 民進黨
hate_politics,能 簡短 說 明賴 瑞隆 事件
hate_politics,新潮流 會 後 希望 許智傑
hate_politics,賴 瑞隆 時 分 重大 說明
hate_politics,之前 討論 賴 瑞隆 選 高雄市 長
hate_politics,政黑 看好 人 選 應 能力 差
hate_politics,要 選舉 老賴會
hate_politics,邱議瑩 想
hate_politics,直接 徵召 管碧玲 鎮住 邪魔歪道
hate_politics,時候
hate_politics,民進黨 詮釋 因小失大 成語
hate_politics,打 陸配 小孩 應 沒事
hate_politics,服兵役 相關 提點 子 歡迎 大家 踴躍 附議
hate_politics,同黨 痛恨 怪獸 家長 校園 霸凌
hate_politics,高雄 派 差
hate_politics,獨家 》 工作 嚴 無 存 傅 崐 萁 稱 助理
hate_politics,中國 「 刻意 放緩 」 稀土 出口 日本 媒
hate_politics,阿扁 能力 是不是 屌 打 賴 校 長
hate_politics,大家 死 後 會 捐出 遺產
hate_politics,賴 瑞隆 記者 會 根本 挖洞 給 跳 退定
hate_politics,會 會 空降 潘孟安
hate_politics,賴 瑞隆 仔 幹 惡 噁 事 袒 護 得 好
hate_politics,市長 孩子 重要
hate_politics,哪些地方 會 成為 綠色 恐怖 不義 遺址
hate_politics,驚傳 退選 受 孩子 校園 事件 影響 賴 瑞隆 下
hate_politics,論賴 瑞隆 應選
hate_politics,潘孟安 黃捷
hate_politics,黨媒 沒有 幫賴 洗白 是不是 怪怪的
hate_politics,政黑 反轉
hate_politics,藍白 得逞
hate_politics,實板 標 事件 套路 小心 踢 鐵板
hate_politics,劉世芳 小紅書
hate_politics,賴 瑞隆 政壇 竄起
hate_politics,直接 破題 賴清德 喊 獨
hate_politics,翁達瑞 挺賴 瑞隆 「 兒子 皮 」 自爆
hate_politics,中華電信 雲 豹子 公司 天能 綠電 啟動
hate_politics,俄國 準備 攻勢 東亞 打
hate_politics,支持 黃捷選 市長
hate_politics,罵 侵犯 隱私 、 找 麻煩 不退 警 阻詐
hate_politics,國民黨 推 貪污 除罪 化
hate_politics,黃國昌 根本 台灣 朴寶劍
hate_politics,板主 說 眾 版友 支持 剩 勸
hate_politics,楊瓊 瓔目 標是
hate_politics,賴 瑞隆 兒 被爆 打 集團 孫子 受害
hate_politics,打 兒童 政治 氣氛 開始 反轉
hate_politics,禁網 是為 加速 統一
hate_politics,berotec 是不是 警總 抓走
hate_politics,抖 音 父母 白養 是不是 假 議題
hate_politics,賴 是不是 穩
hate_politics,賴 瑞隆 事件 正式 定義 打人 霸 凌
hate_politics,藍白 說 台灣 景氣 差 信
hate_politics,黃捷 下禮 拜會 表態 參選
hate_politics,小紅書 超過
hate_politics,要 人才 能 政
hate_politics,靠北 張嘉郡 學歷 頂
hate_politics,larry 隆 退 最佳 算計
hate_politics,最近 信徒 是不是 發現 根本 支持 藍白
hate_politics,慟 tinder telegram 沒有 設 代表人
hate_politics,高嘉瑜 帶 國中 生 唱 王世堅 沒 出息 影
hate_politics,版主 沒事 懷疑 自導 自演
hate_politics,台南 溪北 是不是 獨立 成 新 營 縣 好
hate_politics,捅 陳亭妃 人
hate_politics,脆 熱議 賴清德 捐
hate_politics,卦 洗前 板主 berotec 青 鳥
hate_politics,高雄 檢 調動 起來
hate_politics,謝龍介 兒子 vs 柯建銘 兒子
hate_politics,打人
hate_politics,板友 berotec 出來
hate_politics,賴氏霸 凌 案 會 燒 啊
hate_politics,鶄 洗 謝 龍 介 兒 會 讓 人 知道 爛 龜 惡 霸 嘴 臉
hate_politics,全國性 校園 霸凌 鍋
hate_politics,賴 瑞隆 子女 打 同學 翻謝 龍介兒 吸毒 舊
hate_politics,日本 防衛省 遼寧 艦 殲 鎖定 日本 f
hate_politics,賴 瑞隆 霸凌 者 父母 道歉 難
hate_politics,藍白 提案 助理 費 萬統 匯入 委員 帳戶
hate_politics,b 前 版主 賴兒 變成 受害者
hate_politics,高雄 台南 重要
hate_politics,鳥事 籮 筐 心裡 苦
hate_politics,ptt 板主 改 板標 「 賴 瑞隆 子應 就地正法 」
hate_politics,謝龍介 兒子 吸毒 拒補
hate_politics,讓 深 綠板 主 破防 政黑 最佳 男主角
hate_politics,揭秘 美國 鎖定 中墨 毒網 神經中樞
hate_politics,簡立峰 ai 浪潮 下台 灣 不能 選 站
hate_politics,台中學校 霸凌 事件
hate_politics,賴清德 說 改 國號 是為 團結
hate_politics,上 登上 新聞 政 黑板 主是 kero
hate_politics,上有所好 下 甚 焉
hate_politics,兒子 性騷 道歉 原因 知道 錯
hate_politics,鳥 就算 兒 殺 人 父 選
hate_politics,會 放縱 小孩 在校 園霸凌 家長 人
hate_politics,隆哥 兒子
hate_politics,國民黨 槍 殺 小 紅書 使用者
hate_politics,高金 泰雅族 說 閩南 學習
hate_politics,防長 小 小泉 開 記者 會 中國 強烈 抗
hate_politics,是否 應該 修法 以下 霸凌 除罪 化
hate_politics,霸凌 性騷 受民 進黨 統 教育
hate_politics,脆 壓垮 民進黨 後 稻草
hate_politics,苗 中國 入侵 台灣 會 運作
hate_politics,脆 使用
hate_politics,機器 人大 軍 打來 能撐
hate_politics,中華電信 採購 綠 電 創中華電信最
hate_politics,賴 瑞隆 說 破防
hate_politics,賴 瑞隆 小孩 事情 公眾 事務
hate_politics,謝龍介兒 吸毒 柯志恩 兒 美國 人
hate_politics,楊 斯 棓 醫 師 咀嚼 肌 fb 美國 台灣 核心 利益
hate_politics,賴 瑞隆 值得 高雄市 長
hate_politics,孩子 啊
hate_politics,民進黨 是不是 小紅書 推廣 大使
hate_politics,fb 應 要
hate_politics,小紅書 app 能 使用
hate_politics,政黑 前 b 版主 解職 會 出 國 散心
hate_politics,berotec 直接 政 黑板 友 光速 切割
hate_politics,新北 民生 地下道 廠商 落 跑 市府 發
hate_politics,綠 共板 主翻 車 是不是 爲 國 學 造 詣 太差
hate_politics,綠畜 評價 台南人 斧頭 砍 女警
hate_politics,藍白 小草 支持 藍白 法案
hate_politics,台派 最大 恥辱 切割成 藍白 雜草
hate_politics,賴 瑞隆 小孩 選 市長
hate_politics,俄 華 免簽 福建 小伙 莫斯科 俄警
hate_politics,青鳥 說 b 大 小草 反串
hate_politics,澳洲 禁 以下 使用 社群 媒體 tiktok 遵
hate_politics,藍白 道德 標準 附體
hate_politics,香港 炸雞 翅膀 好吃
hate_politics,藍白 內 貪污 除罪 化罪證
hate_politics,賴 漠視 女童 連續 暴打 太陽 穴
hate_politics,青鳥 精障 智障
hate_politics,防 相 島 擺 飛彈 制定 北京 當
hate_politics,整黨 赤化 前 國民黨 副 主席 赴 中國 喊 統一
hate_politics,支持 林岱 樺 東山 再起
hate_politics,沒了 美國 日本 即 四面楚歌
hate_politics,柯文 哲 敢 講 募款
hate_politics,小紅書 找 不到 聯絡 人 禁 黑道 行為
hate_politics,八卦 版 喜歡 小 紅書
hate_politics,中共 館長 任務 成立 市場 統促 黨
hate_politics,高雄市 教育局 加班
hate_politics,攻陷
hate_politics,「 就地正法 」 青鳥 能 凹
hate_politics,河蟹 好吃
hate_politics,b 前板 主被 當成 小草 算 做 功德
hate_politics,中共 飛彈 射 到 高 市 桌上
hate_politics,犯法 錯 藍白 朋友 可能 懂
hate_politics,鳥鳥 互打 敢 做 當
hate_politics,性騷 女姓 開始 培養
hate_politics,小草 反串 不容 反串
hate_politics,到 賴 瑞隆 沒有 放棄 退選 原因
hate_politics,中國 老兵 又双 叒 現 役 軍 人 抄家
hate_politics,鄭麗文 腦袋 壞 掉
hate_politics,兒 涉霸 賴 瑞隆 踢爆 專攻 女 立委
hate_politics,dpp 初選
hate_politics,好好笑 打 電動 上來 版主 不見
hate_politics,聽 說 政黑 出 大事 人 好
hate_politics,賴瑞會 成為 新 全黨 護 人
hate_politics,爆住 中心 增 人 「 領 」 許宇
hate_politics,青鳥 觀察 記
hate_politics,八卦 板人數 少 剩 人次
hate_politics,反串 表達 啊
hate_politics,久 抓到 人
hate_politics,蔣萬安 批 不用 翻 牆 民主
hate_politics,中國 補助 統戰 小吃 藍白 申請
hate_politics,政黑 關版 話 辦
hate_politics,政治 豚能 瘋
hate_politics,賴 瑞隆 不滾蛋 陰謀論 全餐 招待
hate_politics,前 版主 肋 插刀 政黑鳥 無 情 切割
hate_politics,小 紅書 高層 前途 似 錦
hate_politics,沈伯洋 賴 瑞隆 兇 手會 抓
hate_politics,啊 個 孩子
hate_politics,青鳥 板主 要賴 瑞隆 就地正法 阿
hate_politics,韓團 aaa 說 beautiful country 對岸 發現
hate_politics,賴 瑞隆 兒 涉 校 園 霸 凌 ptt 深綠 版主 擅 改版
hate_politics,核能 酸 智障 青鳥
hate_politics,要 會 抓 人
hate_politics,封小紅 書 操作 好笑
hate_politics,青鳥 出事 打成 藍白 xdd
hate_politics,綠 粉板 主 綠 黨 會 放過
hate_politics,勝選 氣氛
hate_politics,覺得 政黑 拿 反串 仔 開刀 實在
hate_politics,深 綠長輩 看到 新聞 大 罵 政 黑 版
hate_politics,反串 遠 詐騙 可惡 修法 重刑
hate_politics,kkc 消失
hate_politics,政黑 下 版標 要
hate_politics,小草 版主 就地正法 開心
hate_politics,berotec 出面 說 話
hate_politics,“ 就地正法 ” 污穢 不堪 詞
hate_politics,日本 夜 爬 習俗 是不是 符合 青鳥 胃口
hate_politics,小孩 管 想 管 城市
hate_politics,berotec 會 公關
hate_politics,旺 中 標題 清晰
hate_politics,berotec 會 羈押
hate_politics,幹 賭注不會爛尾
hate_politics,講賴 瑞隆 講 藍粉 不信
hate_politics,捅 賴 瑞隆 會 會 人
hate_politics,台灣 版 澤倫斯 基
hate_politics,蕭美琴 臉書 員警 遭撞 事件 發文
hate_politics,食糞 柯志恩 應 援賴 瑞隆
hate_politics,問題 賴 瑞隆 連 小孩 教 啊
hate_politics,小紅書 超越 threads 跑 到 app store
hate_politics,政黑 問題 於 想裝 理性
hate_politics,政黑 前板 主 反串 出事 推
hate_politics,看到 前 b 版主 不勝 唏噓
hate_politics,反串 綠 藍白 子
hate_politics,追根究底 該 抵制 反串 陋習
hate_politics,政黑 好事 出門 壞事 傳
hate_politics,青鳥 人 幫 強
hate_politics,be 版主 最近 會 來 政 黑
hate_politics,計 可免 中分 龜頭 政客 仔 霸 凌
hate_politics,政黑 關版 要 撤退 到
hate_politics,禁 小 紅 書 幫 忙 打廣 告
hate_politics,berotec 去 警局 自首 會 減刑
hate_politics,反串 時候 覺得 政黑離 現實
hate_politics,berotec 超綠 會 藍白仔
hate_politics,藍白 網軍 適可
hate_politics,會 看到 b 前 版主 上 新聞
hate_politics,政黑 突然 上 新 聞
hate_politics,berotec 會 羈押
hate_politics,b 前 版主 晚餐 要 吃 滷 味 鹹 酥 雞
hate_politics,賴 瑞隆 落馬 誰 受益 最大
hate_politics,天子 無 私事 風氣 帶 起來
hate_politics,轟 蕭美琴 「 輔選 」 害員警 重傷 洪孟楷
hate_politics,快 新聞 反串 出事 ptt 政 黑板 主對綠 委兒
hate_politics,蔣萬安 詐騙 打 掩護
hate_politics,青鳥 小粉 紅 贏麻
hate_politics,前 版主 zeuswell 像 反串
hate_politics,笑 死 聖 地
hate_politics,政黑 前板 主嶺 東 仔力 挺賴 兒 爆揍 女 森
hate_politics,白藍 網軍 翻車 青鳥 反串
hate_politics,朱真楷 快 評 》 民主 翻 車黨 高光 時刻
hate_politics,柯文 哲 直播 承認 不雅 影片 舒淇
hate_politics,男人 身入 局 成功 喚醒 藍白 良知
hate_politics,前 b 版主 小草
hate_politics,請 問 回歸
hate_politics,初 選 正式 選舉
hate_politics,西班牙 調查 非洲 豬 瘟 實驗 室外 洩 可能性
hate_politics,脆 謝龍介 兒子 持 k 毒 駕
hate_politics,小孩 打 乖
hate_politics,累 看張 美女 圖
hate_politics,沒有 聽 詞 叫 「 批皮 黑 」
hate_politics,韓國瑜 辦法 脾氣 好
hate_politics,黃國昌 會 評論 政 黑板 標 事件
hate_politics,論 中分 龜頭 政府 可能 禁 臉 書
hate_politics,ptt 板主 對賴 瑞隆 兒 發表 「 涉違 法言論 」
hate_politics,改版 標有 沒有 可能 是護 主行
hate_politics,知道 賴 瑞隆
hate_politics,政黑 是不是 應該 要 關版
hate_politics,小草 改圖 羈 押禁 見 青鳥 煽動 殺 小孩
hate_politics,佩服 綠 粉板 主
hate_politics,berotec 青鳥 說 小草 傷心 xdddd
hate_politics,政黑版 沒有 錯 錯 版 上 幹 弱智 鶄 障
hate_politics,立委 家人 恐嚇 警察 破 不了 案
hate_politics,蠻 好奇 berotec 現實 年齡 應 會 大
hate_politics,馬老師 發生 事
hate_politics,李 宜志 工 跳 黨 黑
hate_politics,全政 黑 是不是 人
hate_politics,狂賀 大 罷 免終 於 破蛋 1
hate_politics,郭正亮 預言 賴 瑞隆 可能 會 料
hate_politics,bero 前板 主是 小草 可能性
hate_politics,青鳥 暴力
hate_politics,青鳥 腦袋 偏激 思想 是不是 該
hate_politics,賴粉 berotec 排泄 囉
hate_politics,berotec kkc 高雄長庚 分身 集團 可能性
hate_politics,板標 事件 中共 陰謀
hate_politics,選出 版主 地方 是不是 關板
hate_politics,板標 會 讓 政黑 版主 警察 請 去 喝茶
hate_politics,日本 、 台灣 、 中國 劣幣 驅逐 良幣 時
hate_politics,改版 標 心路 歷程
hate_politics,停止 刺激 青鳥 開始 線
hate_politics,0 讓 青鳥 瘋
hate_politics,拿 黨證 是不是 不錯
hate_politics,三民 自會 標題
hate_politics,鳥兒 次要 幫板 主護 航
hate_politics,花 讓 小孩 讀書 打 理能 忍
hate_politics,立委 小孩 兇
hate_politics,幹小紅 書 能 上
hate_politics,脫 褲子 廁所 堵 女 同學 賴童民 進黨
hate_politics,藍 白版 主太 惡心
hate_politics,賴 瑞隆 事件 會 逼 瘋 青 鳥
hate_politics,藍白 女神 林姿妙 借
hate_politics,賴兒 會 學
hate_politics,跟到 政 黑板 大場 面
hate_politics,賴 瑞隆 小孩 霸凌 事件 傷婦 女票
hate_politics,藍白 小草 知道 孩子
hate_politics,大家 覺 得 藍白 追殺 學生 可恥
hate_politics,高雄市 選 是不是 像 大 逃殺
hate_politics,狼性 要 培養
hate_politics,小 鴨 霸 爸爸 生氣
hate_politics,打人 雜草 檢討 中共
hate_politics,爸 委員 想
hate_politics,涉霸 子女 眾 脫 褲 通報 性平
hate_politics,賴清德 要 支持 許智傑
hate_politics,台北 發生 校園 霸凌 女童遭 霸 凌 後 癲癇 發作
hate_politics,板 主要 小孩 就地正法
hate_politics,關鍵 問題 出 陳水 扁
hate_politics,賴桑 反應 像是 立委 水準
hate_politics,柯文 哲玩 戲 進 土城 鍾 小平 邀功 國民黨 要 頒獎 狀
hate_politics,小紅書 禁 冒出 政治 冷感 人
hate_politics,應該 小孩
hate_politics,古有 石 碏 殺 子 大 義 滅 親 今 阿隆寵 豬 舉 灶
hate_politics,賴 瑞隆 連 道歉 電話 不肯 打
hate_politics,海 鯤號 部主機 部能 運轉
hate_politics,藍 白 要 攻擊 政敵 未成年 小孩
hate_politics,青鳥 小 時候 玩 大 唷 大驚小怪
hate_politics,賴 瑞隆 柯志恩
hate_politics,打 太陽 穴
hate_politics,難 怪 青鳥 喊 吊路 燈
hate_politics,大人 霸凌 小孩
hate_politics,綠 小 咖 子女 欺負 人
hate_politics,賴 瑞隆 兒子 之前 霸 轉學
hate_politics,屬 詐騙 集團 要 退選
hate_politics,民眾黨 擬 成立 「 黃國昌 新北 市長 後 援 會 」
hate_politics,政黑 藍白 網軍 攻下
hate_politics,青鳥 脆 瘋狂 攻擊 阿信
hate_politics,暴力 青鳥 家長 養出 青鳥 小孩 是不是
hate_politics,能 說賴 瑞隆 黨內內 鬥
hate_politics,高雄市 長寶 香
hate_politics,說 要 打屎
hate_politics,執行 蔡 英文 勤務員警 撞
